epoch,accuracy,learning_rate,loss,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.31216931343078613,0.0010000000474974513,2.2808749675750732,0.4685019850730896,0.2550641894340515,3.139490842819214,0.4504992961883545
1,0.4384920597076416,0.0010000000474974513,1.6816178560256958,0.636904776096344,0.44621968269348145,1.897789478302002,0.7586305141448975
2,0.5079365372657776,0.0010000000474974513,1.3998430967330933,0.6996527910232544,0.6188302636146545,1.2396377325057983,0.8613409399986267
3,0.5415013432502747,0.0010000000474974513,1.228744387626648,0.7314814925193787,0.7249643206596375,0.9360119104385376,0.8761768937110901
4,0.5664682388305664,0.0010000000474974513,1.1446011066436768,0.7515707612037659,0.6573466658592224,1.0299668312072754,0.8821683526039124
5,0.5758928656578064,0.0010000000474974513,1.068863034248352,0.7634755373001099,0.7517831921577454,0.8351531028747559,0.8907275199890137
6,0.5960648059844971,0.0010000000474974513,1.0469374656677246,0.7755456566810608,0.752924382686615,0.8211352229118347,0.9118402004241943
7,0.6024305820465088,0.0010000000474974513,0.9895625114440918,0.786210298538208,0.7543509006500244,0.8033502697944641,0.9049928784370422
8,0.6027612686157227,0.0010000000474974513,0.9849340319633484,0.7850528955459595,0.7306704521179199,0.8365637063980103,0.9015691876411438
9,0.6128472089767456,0.0010000000474974513,0.9477099180221558,0.7896825671195984,0.7566334009170532,0.7785974740982056,0.8978602290153503
10,0.6165674328804016,0.0010000000474974513,0.9487136006355286,0.8001818656921387,0.8019971251487732,0.6732456684112549,0.930385172367096
11,0.6222718358039856,0.0010000000474974513,0.9359909296035767,0.8016699552536011,0.7583452463150024,0.7926685810089111,0.9106990098953247
